Zone_ID,Temperature_C,Soil_Humidity_pct,Soil_Moisture_pct,Air_Humidity_pct,Pressure_kPa,pH,Rainfall_mm,Soil_Type,Soil_EC_dS_m,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Applied_Fertilizer,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha,Sensor_Glitch_Flag,Growing_Condition
Zone_10,22.32,65.6,52.84,65.64,100.72,6.07,87.84,Clay Soil,1.224,67.43,40.89,63.5,17-17-17,52.24,28.81,34.1,No,Optimal
Zone_11,30.98,67.35,60.19,57.03,101.05,6.64,165.2,Alluvial Soil,1.345,57.58,44.29,55.36,17-17-17,62.47,31.19,35.09,No,Optimal
Zone_12,34.64,58.27,49.56,54.04,101.3,6.78,94.61,Loam Soil,0.926,76.42,32.45,64.83,DAP,26.49,36.88,8.36,No,Optimal
Zone_13,26.73,55.44,29.02,61.73,101.3,7.11,29.94,Black Soil,1.246,74.57,50.45,65.64,Urea,82.39,8.56,7.77,No,Optimal
Zone_14,26.11,45.94,38.56,66.81,101.15,6.33,130.06,Sandy Soil,0.519,40.42,11.14,54.12,None,0.0,0.0,0.0,No,Optimal
Zone_15,34.63,41.03,24.51,62.39,100.82,6.1,115.76,Sandy Soil,0.906,44.86,22.36,19.87,Urea,62.2,4.25,5.71,No,Warning
Zone_16,29.89,69.29,70.63,68.7,101.62,7.25,169.2,Clayey Soil,1.187,61.67,45.54,59.5,Urea,96.26,8.53,4.87,No,Optimal
Zone_17,27.76,38.02,19.91,44.47,101.22,6.13,26.22,Red Soil,0.671,38.29,43.4,46.46,DAP,38.48,28.13,11.87,No,Optimal
Zone_18,30.07,57.73,44.86,61.02,101.28,6.84,94.79,Red Soil,1.113,39.14,26.04,58.69,Urea,89.59,11.41,0.88,No,Optimal
Zone_19,29.8,70.0,75.32,71.53,101.47,7.14,165.13,Clay Soil,1.038,59.32,38.46,67.63,17-17-17,39.26,17.17,32.15,No,Optimal
Zone_20,19.61,41.52,24.24,56.02,101.16,5.61,56.76,Sandy Soil,0.644,36.0,28.75,35.76,10-26-26,40.64,31.64,43.19,No,Optimal
Zone_01,32.81,47.12,30.37,60.57,100.99,6.37,99.65,Red Soil,0.885,33.56,30.24,56.61,14-35-14,26.56,32.27,21.64,No,Optimal
Zone_02,31.01,53.75,40.63,48.62,101.26,6.83,28.48,Clay Soil,1.056,26.73,29.05,58.49,MOP,5.25,2.74,54.55,No,Optimal
Zone_03,24.68,56.33,30.74,56.99,101.17,5.92,50.32,Clay Soil,1.577,56.18,35.56,54.95,17-17-17,45.52,20.58,35.37,No,Optimal
Zone_04,27.93,50.6,38.49,44.84,101.37,6.13,25.05,Red Soil,0.539,38.52,25.65,21.31,DAP,39.93,28.32,9.41,No,Optimal
Zone_05,27.93,58.46,41.44,61.84,101.04,7.47,50.92,Black Soil,1.531,77.06,32.67,48.06,17-17-17,53.84,30.87,35.92,No,Optimal
Zone_06,19.21,65.44,54.07,56.77,101.11,6.99,41.52,Clay Soil,0.759,50.78,39.53,61.16,None,0.0,0.0,0.0,No,Optimal
Zone_07,26.88,54.32,31.86,60.2,101.06,6.63,68.96,Red Soil,0.94,30.98,34.46,34.15,17-17-17,67.49,22.45,25.25,No,Optimal
Zone_08,25.32,54.56,42.17,44.77,101.24,7.25,22.52,Black Soil,1.414,56.09,41.09,58.33,MOP,8.37,4.08,38.43,No,Optimal
Zone_09,28.75,70.0,58.66,61.01,101.39,5.89,72.45,Clay Soil,0.662,34.38,29.32,59.69,DAP,25.51,33.98,10.13,No,Optimal
Zone_10,25.98,39.81,36.34,62.51,101.3,5.8,90.53,Sandy Soil,0.635,49.38,28.71,16.35,MOP,6.0,7.16,37.7,No,Optimal
Zone_11,23.37,60.26,43.7,57.72,101.29,6.45,84.35,Loam Soil,0.981,57.05,34.94,38.59,None,0.0,0.0,0.0,No,Optimal
Zone_12,29.43,50.99,42.14,63.43,101.01,5.94,138.36,Sandy Soil,0.532,29.43,42.71,15.44,None,0.0,0.0,0.0,No,Optimal
Zone_13,29.04,37.63,30.19,63.12,100.51,6.16,102.51,Sandy Soil,0.548,50.54,24.18,50.41,17-17-17,38.22,27.1,42.56,No,Optimal
Zone_14,29.46,28.17,8.68,51.21,100.97,6.31,29.81,Sandy Soil,0.619,31.03,16.78,33.77,Urea,83.18,11.12,9.65,No,Warning
Zone_15,20.64,67.01,51.02,55.94,101.02,6.15,34.35,Clay Soil,0.748,51.07,24.53,68.32,None,0.0,0.0,0.0,No,Optimal
Zone_16,24.62,53.91,41.47,66.6,101.46,7.6,108.81,Chalky Soil,0.862,58.4,13.61,21.3,17-17-17,64.38,23.78,36.33,No,Warning
Zone_17,26.97,70.0,63.27,77.3,101.14,7.16,152.49,Clayey Soil,1.096,66.33,53.27,67.48,14-35-14,50.82,44.02,24.65,No,Optimal
Zone_18,30.73,49.61,38.33,55.71,100.98,6.31,49.92,Loam Soil,0.634,60.13,46.86,46.15,None,0.0,0.0,0.0,No,Optimal
Zone_19,27.32,43.66,33.93,79.85,101.07,7.32,126.53,Sandy Soil,0.437,43.33,17.59,28.47,MOP,4.48,4.32,30.36,No,Optimal
Zone_20,22.82,52.74,43.93,66.17,101.16,6.49,166.83,Sandy Soil,0.428,45.46,21.31,42.03,DAP,15.68,48.73,5.42,No,Optimal
Zone_01,35.59,36.22,14.36,55.32,101.26,6.45,54.07,Sandy Soil,0.496,42.41,20.07,45.62,None,0.0,0.0,0.0,No,Warning
Zone_02,29.05,70.0,81.99,81.56,101.3,6.72,234.05,Clay Soil,1.482,46.19,45.81,56.15,14-35-14,40.11,34.63,23.02,No,Optimal
Zone_03,29.46,58.07,52.26,57.4,100.76,6.29,114.27,Loam Soil,0.835,56.7,43.1,65.27,28-28,68.43,26.37,15.76,No,Optimal
Zone_04,31.19,64.75,55.7,54.87,100.89,7.17,81.71,Black Soil,1.584,64.61,45.8,79.21,Urea,65.14,0.13,5.0,No,Optimal
Zone_05,25.37,55.94,40.96,56.9,100.96,6.31,23.82,Clayey Soil,1.02,67.4,36.48,81.49,10-26-26,33.8,36.56,30.54,No,Optimal
Zone_06,28.45,65.12,39.57,56.76,101.49,6.79,67.29,Black Soil,1.648,58.67,47.4,63.5,17-17-17,50.0,30.97,39.28,No,Optimal
Zone_07,25.44,70.0,72.79,85.16,101.07,6.86,201.03,Black Soil,1.662,58.95,43.89,49.0,28-28,59.95,41.82,24.64,No,Optimal
Zone_08,24.3,54.22,41.16,55.02,100.77,6.63,71.02,Loam Soil,0.688,71.11,38.75,46.64,MOP,6.62,4.46,45.15,No,Optimal
Zone_09,30.13,62.94,58.58,47.45,100.78,6.86,90.76,Clay Soil,0.705,39.07,30.83,59.87,20-20,58.04,33.32,38.75,No,Optimal
Zone_10,28.8,30.1,8.63,48.73,101.27,5.19,28.19,Sandy Soil,0.749,22.75,16.93,29.33,17-17-17,67.63,26.16,31.67,No,Critical
Zone_11,27.82,56.16,41.18,52.84,101.25,6.9,35.6,Black Soil,0.927,57.19,62.93,62.92,10-26-26,42.21,24.89,44.87,No,Optimal
Zone_12,25.96,59.69,40.48,61.99,100.98,7.2,62.47,Clayey Soil,1.336,52.75,36.77,63.22,17-17-17,43.76,20.22,36.94,No,Optimal
Zone_13,28.27,70.0,73.47,85.29,101.05,7.33,199.53,Alluvial Soil,0.782,58.0,40.95,35.61,Urea,98.15,1.27,8.56,No,Optimal
Zone_14,19.26,70.0,83.0,88.45,101.35,6.62,250.36,Loam Soil,0.853,73.06,39.63,71.1,14-35-14,54.8,29.89,23.77,No,Warning
Zone_15,29.22,33.35,18.3,47.36,100.86,8.15,52.03,Chalky Soil,1.359,35.79,5.04,39.78,Urea,82.27,8.58,0.9,No,Warning
Zone_16,29.45,47.63,27.63,64.5,100.83,6.37,93.75,Sandy Soil,0.513,31.14,17.55,33.23,Urea,70.71,10.84,7.25,No,Optimal
Zone_17,16.23,70.0,90.0,96.0,101.43,7.28,279.29,Black Soil,1.507,80.5,45.73,40.01,Urea,96.21,7.51,6.29,No,Critical
Zone_18,27.46,70.0,59.52,74.07,100.93,7.11,175.11,Black Soil,1.447,76.97,44.35,56.46,10-26-26,47.52,34.71,47.17,No,Optimal
Zone_19,32.63,45.91,26.33,37.47,101.2,6.74,20.74,Clay Soil,1.067,53.09,50.02,48.94,None,0.0,0.0,0.0,No,Optimal
Zone_20,19.68,53.11,40.26,65.73,100.74,6.53,52.67,Loam Soil,0.428,51.96,29.02,49.83,20-20,44.92,35.54,29.06,Frozen,Optimal
Zone_01,27.28,62.22,50.11,66.23,101.27,6.85,121.67,Alluvial Soil,1.09,62.86,44.67,53.15,Urea,76.47,7.23,7.95,No,Optimal
Zone_02,33.75,33.45,19.76,54.38,101.35,6.53,40.49,Sandy Soil,0.321,30.06,25.11,24.69,MOP,1.49,7.88,47.17,No,Warning
Zone_03,24.54,70.0,68.22,82.7,101.39,6.32,187.99,Alluvial Soil,1.262,50.46,60.9,29.5,Urea,87.92,0.18,8.01,No,Optimal
Zone_04,17.52,46.23,41.97,54.46,101.78,6.49,39.18,Clay Soil,1.477,55.63,30.34,73.17,Urea,76.71,6.2,5.41,No,Optimal
Zone_05,27.74,63.78,49.69,72.04,100.99,6.73,124.08,Alluvial Soil,0.978,40.13,50.12,69.41,DAP,25.37,36.83,4.22,No,Optimal
Zone_06,34.33,52.94,36.89,64.25,101.01,6.61,82.14,Black Soil,1.011,67.02,46.81,71.17,Urea,90.54,0.16,0.08,No,Optimal
Zone_07,30.05,59.42,52.11,70.44,101.29,6.41,154.96,Alluvial Soil,0.814,73.24,50.46,51.31,None,0.0,0.0,0.0,No,Optimal
Zone_08,30.15,47.55,33.53,50.1,100.95,6.0,28.3,Loam Soil,0.619,64.07,38.81,54.16,DAP,35.76,28.53,8.44,No,Optimal
Zone_09,38.02,54.65,38.89,65.86,101.18,6.08,121.69,Red Soil,0.2,52.88,33.43,53.6,None,0.0,0.0,0.0,No,Warning
Zone_10,24.22,70.0,68.18,79.25,100.96,6.32,180.43,Loam Soil,0.906,61.92,53.65,44.3,10-26-26,28.33,24.09,48.99,No,Optimal
Zone_11,33.28,49.31,24.99,34.3,101.26,6.91,25.7,Black Soil,1.003,84.41,41.22,69.1,MOP,6.41,3.04,30.39,No,Optimal
Zone_12,29.66,63.48,53.21,57.36,101.16,6.67,81.78,Black Soil,1.25,82.61,61.45,79.83,20-20,40.99,35.22,40.89,No,Optimal
Zone_13,32.27,41.08,25.64,50.08,101.31,5.39,59.36,Red Soil,0.97,37.77,17.21,29.75,17-17-17,61.79,19.09,41.74,No,Warning
Zone_14,24.4,56.35,40.67,62.75,101.44,5.87,105.81,Loam Soil,0.535,66.37,63.02,53.81,Urea,90.4,9.31,3.38,No,Optimal
Zone_15,31.68,37.76,26.17,46.66,100.57,6.33,42.05,Sandy Soil,0.962,40.58,40.25,24.31,None,0.0,0.0,0.0,No,Optimal
Zone_16,30.8,53.9,39.87,47.09,100.73,6.58,24.12,Alluvial Soil,0.823,70.74,46.57,51.78,14-35-14,41.15,34.3,33.78,No,Optimal
Zone_17,24.45,48.64,34.59,54.54,101.34,6.68,43.19,Alluvial Soil,1.4,42.6,41.91,48.3,17-17-17,53.89,28.71,43.74,No,Optimal
Zone_18,26.58,70.0,87.22,84.94,101.04,7.86,212.15,Clay Soil,0.88,47.68,34.98,68.73,MOP,6.94,5.4,55.0,No,Warning
Zone_19,25.89,49.71,31.99,48.36,101.41,6.67,45.22,Alluvial Soil,0.973,61.82,57.8,46.42,17-17-17,57.79,27.66,27.21,No,Optimal
Zone_20,29.98,53.09,37.57,57.82,100.94,5.9,52.75,Red Soil,0.651,39.88,27.39,54.18,MOP,7.89,5.0,39.74,No,Optimal
Zone_01,22.73,45.79,25.91,65.2,101.48,6.18,90.45,Sandy Soil,0.279,17.74,17.88,22.15,Urea,89.74,10.62,3.57,No,Warning
Zone_02,35.71,43.08,30.17,60.29,101.08,5.33,99.19,Sandy Soil,0.728,26.66,14.63,45.42,DAP,28.93,49.08,3.05,No,Warning
Zone_03,32.53,58.97,55.42,62.87,101.29,6.02,122.45,Loam Soil,0.903,52.02,42.21,41.24,MOP,4.68,2.52,43.07,No,Optimal
Zone_04,21.87,47.08,34.3,58.77,100.91,5.71,45.18,Red Soil,0.617,40.02,17.2,39.81,10-26-26,34.11,33.81,38.21,No,Optimal
Zone_05,27.7,48.26,31.28,64.63,101.03,7.09,120.83,Chalky Soil,0.659,22.78,21.78,49.49,DAP,38.65,33.16,9.7,No,Optimal
Zone_06,28.98,58.8,59.38,69.11,101.49,6.73,177.87,Red Soil,0.491,50.3,44.13,28.0,17-17-17,35.7,24.36,25.76,No,Optimal
Zone_07,23.63,67.04,58.76,67.39,101.14,6.43,65.54,Clay Soil,0.805,48.32,45.05,79.01,MOP,0.86,2.42,51.29,No,Optimal
Zone_08,29.82,50.54,45.58,69.0,101.04,6.58,209.45,Sandy Soil,1.045,30.98,15.98,24.79,10-26-26,33.12,33.61,33.48,No,Warning
Zone_09,27.68,35.32,21.32,57.64,100.84,6.44,73.69,Red Soil,0.936,27.38,40.24,54.73,MOP,9.74,4.63,53.48,No,Optimal
Zone_10,35.56,53.36,41.67,45.9,101.04,6.38,65.04,Loam Soil,1.052,52.51,59.59,46.94,10-26-26,38.39,29.87,39.67,No,Optimal
Zone_11,23.15,70.0,81.32,86.63,100.88,6.99,215.75,Clay Soil,1.559,40.81,39.65,63.01,Urea,95.41,4.53,5.13,No,Warning
Zone_12,30.54,70.0,82.51,74.28,101.15,5.77,167.72,Clay Soil,0.778,43.38,45.74,59.98,14-35-14,36.68,34.75,24.38,No,Optimal
Zone_13,34.52,44.46,40.24,51.64,100.99,6.21,58.09,Loam Soil,0.973,26.35,50.82,39.63,28-28,63.28,26.0,18.75,No,Optimal
Zone_14,28.15,51.2,29.33,49.04,100.98,6.04,31.6,Loam Soil,1.071,64.6,52.58,37.84,20-20,63.93,25.93,35.82,No,Optimal
Zone_15,31.51,50.03,33.94,62.15,101.23,6.18,108.12,Red Soil,0.775,35.7,19.84,27.46,10-26-26,36.77,37.09,41.94,No,Optimal
Zone_16,31.02,70.0,67.6,73.44,101.0,6.8,190.62,Clayey Soil,1.509,42.1,58.94,75.27,None,0.0,0.0,0.0,No,Optimal
Zone_17,29.07,62.67,51.15,52.47,101.01,6.67,81.27,Clay Soil,1.131,74.4,52.42,63.42,MOP,4.98,8.57,41.56,No,Optimal
Zone_18,23.53,52.09,44.83,73.21,100.98,7.29,112.27,Chalky Soil,1.391,52.73,22.02,31.05,10-26-26,26.14,29.14,48.48,No,Optimal
Zone_19,28.15,52.07,47.29,49.21,101.2,6.62,44.27,Clay Soil,1.108,39.69,40.39,60.38,28-28,46.14,26.12,17.4,No,Optimal
Zone_20,33.64,33.7,17.52,50.12,101.26,5.19,98.83,Sandy Soil,0.438,23.46,25.8,18.73,Urea,60.61,5.42,4.04,No,Warning
Zone_01,29.85,43.24,20.31,58.97,101.18,5.92,85.48,Red Soil,0.35,35.27,10.27,35.21,Urea,73.51,7.43,0.56,No,Optimal
Zone_02,37.82,54.38,36.41,55.22,101.06,6.75,62.92,Black Soil,1.638,65.93,49.22,71.84,None,0.0,0.0,0.0,No,Optimal
Zone_03,26.68,70.0,60.4,59.97,101.09,6.82,114.97,Clay Soil,1.512,61.0,30.49,57.59,10-26-26,21.16,24.52,45.98,No,Optimal
Zone_04,19.89,66.97,55.67,58.37,101.35,6.84,81.28,Clayey Soil,1.206,59.63,37.43,78.65,10-26-26,46.53,31.72,39.44,No,Optimal
Zone_05,30.63,31.47,11.05,63.14,101.45,6.91,43.9,Sandy Soil,0.708,14.57,38.83,26.07,14-35-14,30.74,44.42,23.9,No,Warning
Zone_06,30.97,47.89,25.06,47.14,100.69,6.35,35.84,Loam Soil,1.225,56.0,55.06,62.22,Urea,97.67,6.89,7.48,No,Optimal
Zone_07,29.36,66.7,62.72,79.13,101.48,6.04,183.47,Loam Soil,0.842,42.02,42.75,30.25,14-35-14,45.29,28.77,33.17,No,Optimal
Zone_08,37.54,40.79,25.39,67.03,101.02,6.38,131.74,Sandy Soil,0.313,49.07,25.61,37.58,20-20,44.54,23.6,35.43,No,Optimal
Zone_09,24.46,64.63,51.92,55.99,101.14,6.63,87.57,Black Soil,0.87,41.93,56.81,59.96,DAP,26.48,40.32,9.21,No,Optimal
Zone_10,28.39,68.04,49.03,49.88,101.06,6.76,65.6,Clay Soil,1.202,55.59,19.34,50.1,17-17-17,55.39,24.76,32.64,No,Optimal
Zone_11,25.23,63.35,57.07,44.74,101.12,6.5,31.76,Clay Soil,0.855,50.04,42.1,48.32,DAP,18.66,46.78,3.09,No,Optimal
Zone_12,16.35,61.36,56.82,70.74,100.94,6.79,124.83,Loam Soil,0.896,51.9,34.32,69.22,28-28,61.29,40.45,15.06,No,Optimal
Zone_13,31.43,57.1,44.61,59.79,101.24,6.71,68.47,Black Soil,0.761,60.62,56.82,51.43,14-35-14,45.04,29.53,26.65,No,Optimal
Zone_14,25.88,66.86,52.05,59.98,101.58,7.02,43.9,Black Soil,1.34,75.89,32.9,64.61,MOP,6.23,9.9,53.92,No,Optimal
Zone_15,28.15,44.61,30.31,55.69,100.73,5.63,70.38,Red Soil,0.8,34.46,15.17,32.15,14-35-14,40.65,33.67,28.0,No,Optimal
Zone_16,23.42,66.05,60.11,63.27,101.03,7.1,109.89,Alluvial Soil,0.325,63.66,58.41,55.08,14-35-14,32.21,39.23,29.8,No,Optimal
Zone_17,21.93,65.71,58.0,72.0,101.26,7.27,98.71,Black Soil,1.033,70.42,45.78,58.73,DAP,23.28,49.62,6.76,No,Optimal
Zone_18,25.03,61.11,45.33,67.24,101.02,7.1,59.37,Black Soil,1.22,57.11,35.7,54.45,20-20,62.29,27.01,37.56,No,Optimal
Zone_19,27.19,59.2,45.42,66.61,101.4,7.16,74.89,Loam Soil,0.826,49.22,49.32,42.25,DAP,28.49,43.6,3.17,No,Optimal
Zone_20,31.86,34.11,25.29,51.98,101.23,6.22,89.81,Sandy Soil,0.454,14.16,15.22,10,17-17-17,41.98,26.02,33.42,No,Warning
Zone_01,24.52,38.66,24.56,49.39,100.81,6.1,27.14,Sandy Soil,0.337,30.01,12.53,24.42,20-20,47.93,21.66,40.51,No,Warning
Zone_02,28.39,58.93,47.57,48.1,101.21,6.28,44.75,Clayey Soil,1.125,78.01,38.87,65.52,14-35-14,29.92,39.65,27.4,No,Optimal
Zone_03,27.7,70.0,73.42,87.07,101.29,6.94,216.09,Black Soil,1.341,65.81,41.89,50.19,MOP,0.98,7.05,38.26,No,Optimal
Zone_04,26.84,70.0,73.4,70.95,101.12,6.3,150.89,Black Soil,1.375,74.86,40.09,54.33,Urea,95.2,11.84,6.2,No,Optimal
Zone_05,21.92,54.89,33.61,54.26,101.03,6.6,43.9,Clayey Soil,0.902,35.15,52.58,62.55,None,0.0,0.0,0.0,Frozen,Optimal
Zone_06,34.74,44.24,28.11,58.16,101.28,6.01,66.19,Alluvial Soil,0.827,55.53,42.29,80.67,DAP,19.47,35.17,5.61,No,Optimal
Zone_07,28.3,55.97,44.28,52.5,100.94,6.26,66.77,Loam Soil,0.763,49.56,46.19,43.19,14-35-14,35.5,43.9,33.22,No,Optimal
Zone_08,27.71,70.0,72.67,76.22,100.79,6.5,202.75,Loam Soil,0.66,63.87,46.43,19.1,10-26-26,27.63,33.7,49.17,No,Optimal
Zone_09,33.06,57.94,53.13,75.0,101.0,6.83,153.43,Alluvial Soil,0.633,38.85,40.54,45.09,None,0.0,0.0,0.0,No,Optimal
Zone_10,27.45,48.45,34.43,57.92,101.01,6.16,107.89,Sandy Soil,0.728,48.16,19.96,46.48,DAP,37.51,41.04,5.6,No,Optimal
Zone_11,19.94,70.0,66.2,56.78,101.17,6.89,111.8,Clay Soil,0.808,77.52,40.74,86.46,28-28,57.42,28.28,27.24,No,Optimal
Zone_12,34.79,70.0,71.02,65.65,101.27,6.99,158.82,Clay Soil,1.143,45.28,28.43,66.86,17-17-17,53.27,22.97,39.81,No,Optimal
Zone_13,30.16,66.96,64.72,60.6,101.13,6.42,168.11,Clay Soil,1.53,57.73,41.98,53.02,14-35-14,50.24,44.07,36.8,No,Optimal
Zone_14,21.8,59.44,50.67,69.1,101.18,5.99,118.08,Loam Soil,0.609,68.8,28.85,45.56,None,0.0,0.0,0.0,No,Optimal
Zone_15,26.65,59.3,45.39,51.52,101.3,7.0,42.69,Clay Soil,1.11,52.67,35.75,66.66,MOP,8.74,1.24,47.29,No,Optimal
Zone_16,36.01,25.99,16.0,49.34,101.25,6.82,46.74,Sandy Soil,0.516,49.19,21.62,31.85,None,0.0,0.0,0.0,No,Warning
Zone_17,33.16,52.31,42.21,51.22,100.84,5.77,113.38,Red Soil,0.727,33.72,33.45,48.37,Urea,77.32,2.26,8.46,No,Optimal
Zone_18,29.4,33.6,13.29,49.52,100.99,6.14,26.55,Sandy Soil,0.735,36.68,12.45,22.73,MOP,5.75,7.73,46.77,No,Warning
Zone_19,26.78,42.65,19.18,56.36,100.93,6.9,36.25,Loam Soil,0.721,75.48,49.55,10.27,None,0.0,0.0,0.0,No,Warning
Zone_20,32.61,63.64,52.13,65.12,101.03,6.93,92.83,Black Soil,1.357,79.69,45.69,73.76,14-35-14,39.24,32.04,37.88,No,Optimal
Zone_01,28.73,54.9,32.7,53.88,101.2,6.68,25.9,Loam Soil,0.834,77.34,51.43,35.51,Urea,83.71,1.35,6.54,No,Optimal
Zone_02,27.28,43.06,27.63,60.93,101.78,5.73,74.24,Red Soil,0.692,41.13,14.06,48.86,10-26-26,36.4,29.47,31.86,No,Optimal
Zone_03,28.81,44.69,28.53,61.4,100.9,6.03,67.22,Sandy Soil,0.782,64.79,14.95,22.23,14-35-14,50.6,44.2,30.74,No,Optimal
Zone_04,21.57,40.66,29.07,57.8,101.52,5.62,50.6,Sandy Soil,0.499,58.58,28.37,19.78,Urea,62.32,6.51,4.02,No,Optimal
Zone_05,28.37,55.54,49.62,52.34,101.24,6.04,74.32,Loam Soil,1.019,51.75,29.15,39.23,28-28,68.92,37.65,15.24,No,Optimal
Zone_06,22.63,58.57,39.56,57.31,100.8,6.75,54.69,Alluvial Soil,1.308,65.72,31.52,79.52,MOP,3.94,9.54,47.45,No,Optimal
Zone_07,20.15,37.13,20.76,48.67,100.92,6.26,29.45,Sandy Soil,0.337,24.73,29.45,43.95,Urea,74.03,9.22,2.17,Frozen,Optimal
Zone_08,30.36,53.76,43.39,50.33,101.39,6.82,71.98,Black Soil,0.821,66.8,31.95,64.3,17-17-17,41.18,25.87,33.22,No,Optimal
Zone_09,22.25,62.55,67.29,70.96,101.06,6.49,134.79,Loam Soil,0.929,56.81,32.37,54.86,14-35-14,43.53,34.61,37.09,No,Optimal
Zone_10,30.66,44.3,26.64,63.88,100.77,5.5,91.41,Sandy Soil,0.343,36.46,29.17,37.31,DAP,33.6,47.09,3.9,No,Optimal
Zone_11,26.4,66.06,70.23,80.26,101.25,7.49,156.84,Alluvial Soil,1.187,55.53,43.27,71.2,17-17-17,49.0,20.22,27.7,No,Optimal
Zone_12,21.27,40.91,21.9,56.68,101.2,6.44,26.33,Sandy Soil,0.68,22.24,17.56,45.33,14-35-14,43.39,41.45,37.92,No,Warning
Zone_13,27.95,63.82,48.64,57.09,100.84,6.72,88.4,Clay Soil,1.395,55.32,43.77,61.85,Urea,56.92,4.23,7.46,No,Optimal
Zone_14,29.66,59.72,47.35,64.35,101.53,6.54,83.8,Loam Soil,0.586,73.21,57.05,45.85,28-28,59.99,31.64,25.07,No,Optimal
Zone_15,19.76,64.07,67.67,77.26,101.01,7.17,148.19,Alluvial Soil,1.151,63.45,43.27,48.37,28-28,74.03,29.63,20.96,No,Optimal
Zone_16,29.64,39.77,19.16,49.76,100.92,7.62,66.59,Chalky Soil,1.192,21.39,8.78,45.19,10-26-26,26.3,31.26,45.72,No,Critical
Zone_17,24.96,48.78,38.05,58.84,101.24,6.74,60.25,Black Soil,1.04,69.31,44.18,48.92,None,0.0,0.0,0.0,No,Optimal
Zone_18,33.23,54.45,39.36,47.32,101.34,5.79,32.81,Clay Soil,1.209,33.34,32.87,75.41,DAP,18.47,35.82,3.21,No,Optimal
Zone_19,24.27,32.29,19.16,43.44,101.19,6.41,61.72,Sandy Soil,0.896,27.16,19.6,33.21,Urea,56.07,10.17,3.02,No,Warning
Zone_20,29.92,37.31,26.21,51.64,101.03,6.11,79.44,Sandy Soil,0.602,41.18,22.2,28.3,None,0.0,0.0,0.0,No,Optimal
Zone_01,25.56,69.79,54.14,66.71,101.25,7.07,116.28,Black Soil,1.029,47.3,42.47,75.05,None,0.0,0.0,0.0,No,Optimal
Zone_02,37.74,60.56,51.31,59.01,101.3,6.46,126.0,Black Soil,0.814,66.39,31.97,61.06,10-26-26,23.87,31.13,36.84,No,Optimal
Zone_03,26.29,50.11,36.66,56.99,101.13,6.34,66.11,Loam Soil,0.856,55.64,22.08,44.57,28-28,61.05,41.84,17.25,No,Optimal
Zone_04,24.33,70.0,64.88,66.77,101.37,6.46,112.8,Clayey Soil,1.657,34.13,14.62,46.98,10-26-26,32.69,26.31,42.92,No,Warning
Zone_05,25.63,44.97,30.33,71.35,101.28,5.91,90.77,Sandy Soil,0.506,24.35,23.53,34.96,MOP,5.35,4.91,33.99,No,Optimal
Zone_06,27.09,49.85,32.19,52.67,100.65,6.45,31.57,Loam Soil,1.149,42.76,28.83,45.07,14-35-14,48.3,28.23,22.89,No,Optimal
Zone_07,22.71,39.57,29.06,45.08,101.06,6.29,32.81,Red Soil,0.947,35.62,21.67,42.12,10-26-26,46.71,23.91,43.19,No,Optimal
Zone_08,26.56,44.82,38.09,60.72,100.87,6.32,101.0,Sandy Soil,0.823,50.4,31.14,32.93,14-35-14,52.66,37.14,29.86,No,Optimal
Zone_09,25.73,69.29,58.71,74.05,101.41,7.38,155.31,Clayey Soil,1.348,56.01,35.32,53.96,DAP,30.22,30.15,9.16,No,Optimal
Zone_10,24.76,50.56,35.9,64.39,101.31,6.16,63.55,Loam Soil,1.011,36.05,44.94,35.36,10-26-26,26.75,31.65,47.04,No,Optimal
Zone_11,18.02,46.57,23.68,52.65,101.44,6.96,39.1,Red Soil,0.527,23.87,32.28,37.93,Urea,63.17,0.44,1.38,No,Warning
Zone_12,30.26,54.73,50.48,62.98,100.87,7.35,126.71,Alluvial Soil,0.85,66.06,52.95,34.63,DAP,30.45,27.79,0.04,No,Optimal
Zone_13,28.39,39.81,22.15,46.79,101.24,6.02,52.06,Red Soil,0.664,46.83,36.61,43.37,Urea,70.89,11.94,3.14,No,Optimal
Zone_14,30.37,70.0,72.12,68.93,101.4,6.88,178.81,Black Soil,1.16,84.34,63.8,67.86,MOP,5.82,3.34,35.32,No,Optimal
Zone_15,23.43,47.99,37.42,44.15,101.49,7.61,25.83,Clay Soil,0.985,53.38,44.53,71.2,28-28,48.97,40.92,18.9,No,Optimal
Zone_16,33.37,36.37,12.56,41.82,101.37,6.41,24.89,Sandy Soil,1.027,30.79,23.69,40.15,Urea,76.12,1.23,0.08,No,Warning
Zone_17,24.52,56.06,42.93,68.96,101.01,6.46,166.73,Sandy Soil,0.442,43.02,19.85,36.3,Urea,95.81,12.0,5.31,No,Optimal
Zone_18,28.71,70.0,65.9,57.93,101.41,6.88,100.02,Clay Soil,1.449,80.63,42.96,59.52,10-26-26,37.39,36.81,32.79,No,Optimal
Zone_19,32.83,46.08,38.37,63.25,101.03,7.05,130.73,Chalky Soil,0.708,24.82,27.3,37.95,17-17-17,44.23,21.02,41.32,No,Optimal
Zone_20,29.09,65.0,55.73,55.66,100.94,7.08,87.43,Alluvial Soil,1.19,79.86,42.79,50.14,17-17-17,58.66,22.49,31.76,No,Optimal
